name,core_count,core_clock,boost_clock,tdp,graphics,smt,brand,series,model,cpu_mark,thread_mark,socket,offers,image
AMD A6-9500,2,3.5,3.8,65,Radeon R5 (on die),False,AMD,A6,9500,1877,1629,AM4,"[{""retailer"": ""Amazon"", ""price"": ""39.99"", ""url"": ""https://geizhals.de/redir/AgAAAA6yy-SBKo5reUpayJ3gN31MUMD_ho5_BViGtlykvIdnLCYpPPjV_InmSFYnLFI7CeEpT6VkVkQroY6ZXpWD5MLts5Bl2MiB_2swf0eJBk1CNjTN119d0t1AOWdO_zD_0wA3MsBvfvvg9ihzdlH5DTaPMgBX26Feh_OP73lAU4u5EmSLu96aIhxSpuuMWqiLkCisdJf1y1JkO4tqPUQKz3qcpJjHj8paBiSdTzXqUTTHV2GgTwl3wOy7re0jjfQNdg"", ""source"": ""geizhals""}]",https://gzhls.at/i/41/72/1664172-n0.jpg
AMD A6-9500E,2,3.0,3.4,35,Radeon R5 (on die),False,AMD,A6,9500E,1725,1369,AM4,[],
AMD A8-3850,4,2.9,,100,Radeon HD 6550D,False,AMD,A8,3850,2390,1215,FM1,[],
AMD A8-3870K,4,3.0,,100,Radeon HD 6550D,False,AMD,A8,3870K,2328,1210,FM1,[],
AMD A8-5500,4,3.2,,65,Radeon HD 7560D,False,AMD,A8,5500,2610,1333,FM2,[],
AMD A8-5600K,4,3.6,,100,Radeon HD 7560D,False,AMD,A8,5600K,2865,1430,FM2,[],
AMD A8-6500,4,3.5,,65,Radeon HD 8570D,False,AMD,A8,6500,2826,1474,FM2,[],
AMD A8-6600K,4,3.9,,100,Radeon HD 8570D,False,AMD,A8,6600K,3000,1533,FM2,[],
AMD A8-7600,4,3.1,3.8,65,Radeon R7 (on-die),False,AMD,A8,7600,3213,1444,FM2+,[],
AMD A8-7650K,4,3.3,3.7,65,Radeon R7 (on-die),False,AMD,A8,7650K,3122,1405,FM2+,[],
AMD A8-7670K,4,3.6,3.9,95,Radeon R7 (on-die),False,AMD,A8,7670K,3213,1493,FM2+,[],
AMD A8-9600,4,3.1,3.4,65,Radeon R7 (on-die),False,AMD,A8,9600,3304,1486,AM4,[],
AMD Athlon 200GE,2,3.2,,35,Radeon Vega 3,True,AMD,Athlon,200GE,4110,1793,AM4,[],
AMD Athlon 240GE,2,3.5,,35,Radeon Vega 3,True,AMD,Athlon,240GE,4539,1950,AM4,[],
AMD Athlon 3000G (14nm),2,3.5,,35,Radeon Vega 3,True,AMD,Athlon,3000G,4457,1968,AM4,"[{""retailer"": ""voelkner.de"", ""price"": ""44.89"", ""url"": ""https://geizhals.de/redir/AgAAAAxmNT4yTnvKZ23BJmpgrDPCd6MyUZuH-knsaNfhyn3nCJ2MWseiusmS532qUweDy7i0m3tmIx0BdmtEjni41BlRR8OLe46P6ooIjBZUvFz-7JD3s2Fp-ZtumQEBNlvzizu7R_uZpl7lmWwHyy9AHM9rnXgbP44le6U_5oFa5b_LG8WOmGJ5M3Zm3ZViWS9dTc7M63UC7lypV-NSvV96LrGli14I-yQqww4dcCnXiKU_sWXsp5EohJK2tGWpp_Bl-2M_B3n0WF7TgE-mika7z0XdCagR-vJwKhIm__mc5J2AfHxnuiYqIDpCKomPWMyXPka_CaXyV6k7PZMwfYxKM375sarDRt8ADaa41OFMy4w9"", ""source"": ""geizhals""}, {""retailer"": ""Jacob Elektronik direkt"", ""price"": ""44.89"", ""url"": ""https://geizhals.de/redir/AgAAACcb0N0XvQSX8b1KW-ucEQsGZdypJyWeuo-AaWK-ZhAar1RkcWFR7CyQoU6aZLsmJxDTSp202EeOUUYX2bOXVXGHmHQzfgdY9R0_lDW0qcHfLyCRGcQjO_5fstlYqLYW5ttrzXr1HxokgQwGMsUEF-o0PV-iStlbTFxkbqiNNmuJtegl9U3obRk_xy9CnRl66mUysfXY1dYuCX6O2coDROpmVu4rEcvclOi6VbZt7TWX3yv9Q44ULBSQtdcy7imeEGRC4Fcjr7uQ2a166mzOL-0"", ""source"": ""geizhals""}, {""retailer"": ""PC-KING"", ""price"": ""44.9"", ""url"": ""https://geizhals.de/redir/AgAAAOWv3vB7oQrSBrUrmWueDyHfjljjicpBOCl5AJcJZZPELtS3TPpnTouujYYUYgw9NVO1I_KXxb6Bk5hzOs5knD61w9KiC7dRWOuv3jx6YOj4j35duv8snoFfOMDxieMg_N8r_UOOFCwUkLXXMu4pnhCi__iRr2AmxGAgKv6lN4Ow"", ""source"": ""geizhals""}, {""retailer"": ""e-tec.at"", ""price"": ""45.65"", ""url"": ""https://geizhals.de/redir/AgAAACDwA6yKkFUpOIhoOdKb6cJCnK_1MdO--r-ZklATwPn_330LXHxD6WfReaIxiz9dmWjvwVSpb5KZci1uxcEnRML4YiKpwZK6THnfkhtwcqwkLROZ3vpEu7hjrNCuVIX4nzYfxDLDGXRxSGLOBz1MWccAce-U8-0w965XHm2VA2wLkEXj3JNP8sCFaKmXESVg5S_1hp3aOoPyljIZD5m0SeM"", ""source"": ""geizhals""}, {""retailer"": ""DiTech.at"", ""price"": ""46.9"", ""url"": ""https://geizhals.de/redir/AgAAAHXEgOSKWkWDnWrPwnY6Tg_prFtTfGnDkUytrY3wo6BRu7BmUyMJn9OAdGdRDg4NeqxBNWWBxXYofbFSL5QWYyy1qsmi5-eleaW9aLlhzQhr-JJ1CohVoE9xpZOkEodtbXHObT6NoNjVJZMShjtZoG75gqWFuNaObSwCqx8cDw30tmyyWpmAZ2fJERDS4DKVlFMFlVRr9yo_Gebv7SDdLxk"", ""source"": ""geizhals""}, {""retailer"": ""Amazon"", ""price"": ""47.98"", ""url"": ""https://geizhals.de/redir/AgAAAA6yy-SBKo5reUpayJ3gN33WMCR9j7F2b2M4dTOfpuHBLCYpPPjV_InmSFYnLFI7CeEpT6VkVkQroY6ZXpWD5MLhWgoYrbsrAGutlMMlk7OErAPxxHpBek6y4gDjThSB9nJVkCiQTIScsMiqOghQmOoRdW1EkkX9i0ujSC7Aq8-5Ac_qIJJFwjfCgKMc7tv8Q_zbJwYl5B-GwuFoGS45tDorJiSOirD2J7NagoZLfChCkAMaiKaAeOXaShQ3t7-vKA"", ""source"": ""geizhals""}, {""retailer"": ""galaxus"", ""price"": ""48.99"", ""url"": ""https://geizhals.de/redir/AgAAAOky5YVhzy2vQxjVZRYoKR9JaKHui4kljD5nAfhsT4X296nnfQg8ZFy5_fRqIyhs4SYuUmmpZ0AKeg1A9KY4tTESbIPaWA-j9h8B7sactyvZ-G9ozAMk5Tqv1AdKTWkTbgeJadebzJjT6tHGf05wuyOZEY4cVcsN5BtI_5kBXDSuSy_jA4l9R0nKk9Sjw6f5iWqBWOrE7QQHjD8bCH7xehtu6SKnxoXb_X5MCghBq4j7BPr3v0TwltZTyNSPxe-gJ9XUzmj4B6ubX-qNK7BqacNoNfB1J4Iz8OBzKbQhkFHwRG7zQ8voLLxw8v3aIRoWovbVap5OeTQE2Un8ohwRMQsv9Yad2jqD8pYyGQ-ZtEnj"", ""source"": ""geizhals""}, {""retailer"": ""Future-X.de"", ""price"": ""48.99"", ""url"": ""https://geizhals.de/redir/AgAAAJZcwxEOIYf6C6I36c7-8IbUblEv_hAS5-ULJTxaQe0LrKxK7WUZVmN5QNLlHVWhpJjUm2Tv41S_EUQk8QvgDPtqgVjqxO0EB4w_Gwh-8Xobbukip8aF2_1-TAoIQauI-1NUi_DrWCKg-KLMFL7jDu1Ko55KYaXOjfXB9FQtQZPgbAkTPp_6udx73ZfOLzPY9ZsK1Es_DrUdsxbb9EiReZ4"", ""source"": ""geizhals""}, {""retailer"": ""Bora Computer"", ""price"": ""49"", ""url"": ""https://geizhals.de/redir/AgAAAJaE00zN2U78Lo-nMl4BD6YgtNBG1qweeoeKnAH1TXDkhIu_DgRgC7ReEkPQjJEjitoDFvUoZoyfbk4JKYVRsKQyLkFIC9hE0vIcEKsgUOy_DfPGf8FOiuvkPfPRALkup7an7gJKqjBL3-OOekPhMJD-NsJ1M3EhVsL4Qo90fK9nyGd4thvQsGbpYax6xIyM9Q"", ""source"": ""geizhals""}, {""retailer"": ""Conrad.de"", ""price"": ""49.99"", ""url"": ""https://geizhals.de/redir/AgAAAOppWnfTCYXgo10CqsVO6oAvfzdJeHkH2SptaI-xSq_iQOeho2SOJ_-HjH3bgKthWtkg-HGA548B69N8m9Do3wgGL1x8mE7o7rMpMa2DFDwem4gNNT_6j-0jhZtti4u5ipHuwt3KyPN-Vuzp7ch9GezryNdQqEPMErBWbRLpqqhVwmB6Rfm5ZpeaJPRHJ5EeU0HvuvJNNQcMisphYYMVNT_GObBuTQPlOL7CrSIK27_lbMYG_U8oZpPwlRk1RijFTUFfwd3gAw5Gdrchs6hKACLvCtud1YegxtkME7vPQ4tDT8o8O-8kdB_I3JT0ngTN-B-nf7SBrFyIUO1FwiS5CrM1-YBdq5_wmc4xdg24hBpZ3oTW4NoJ1RgAgqa7t41MWN8r_UOOFCwUkLXXMu4pnhB6HWtIfhZBM64lcggN2wGE"", ""source"": ""geizhals""}]",https://gzhls.at/i/14/60/3361460-n0.webp
AMD Athlon 5370,4,2.2,,25,Radeon R3 (on die),False,AMD,Athlon,5370,1927,754,AM1,[],
AMD Athlon II X2 215,2,2.7,,65,,False,AMD,Athlon II,X2 215,973,1023,AM3,[],
AMD Athlon II X2 220,2,2.8,,65,,False,AMD,Athlon II,X2 220,1042,1091,AM3,[],
AMD Athlon II X2 235e,2,2.7,,45,,False,AMD,Athlon II,X2 235e,1079,1098,AM3,[],
AMD Athlon II X2 240,2,2.8,,65,,False,AMD,Athlon II,X2 240,1049,1084,AM3,[],
AMD Athlon II X2 240e,2,2.8,,45,,False,AMD,Athlon II,X2 240e,1007,1097,AM3,[],
AMD Athlon II X2 245,2,2.9,,65,,False,AMD,Athlon II,X2 245,1116,1131,AM2+,[],
AMD Athlon II X2 245e,2,2.9,,45,,False,AMD,Athlon II,X2 245e,1171,1182,AM3,[],
AMD Athlon II X2 250,2,3.0,,65,,False,AMD,Athlon II,X2 250,1168,1199,AM3,[],
AMD Athlon II X2 250u,2,1.6,,25,,False,AMD,Athlon II,X2 250u,598,637,AM3,[],
AMD Athlon II X2 255,2,3.1,,65,,False,AMD,Athlon II,X2 255,1199,1237,AM3,[],
AMD Athlon II X2 260,2,3.2,,65,,False,AMD,Athlon II,X2 260,1190,1257,AM3,[],
AMD Athlon II X2 260u,2,1.8,,25,,False,AMD,Athlon II,X2 260u,713,716,AM3,[],
AMD Athlon II X2 265,2,3.2,,65,,False,AMD,Athlon II,X2 265,1267,1336,AM3,[],
AMD Athlon II X2 270,2,3.4,,65,,False,AMD,Athlon II,X2 270,1316,1363,AM3,[],
AMD Athlon II X3 400e,3,2.2,,45,,False,AMD,Athlon II,X3 400e,1320,908,AM3,[],
AMD Athlon II X3 405e,3,2.3,,45,,False,AMD,Athlon II,X3 405e,1331,973,AM3,[],
AMD Athlon II X3 415e,3,2.5,,45,,False,AMD,Athlon II,X3 415e,1441,1028,AM3,[],
AMD Athlon II X3 425,3,2.7,,95,,False,AMD,Athlon II,X3 425,1576,1084,AM3,[],
AMD Athlon II X3 435,3,2.9,,95,,False,AMD,Athlon II,X3 435,1625,1160,AM3,[],
AMD Athlon II X3 440,3,3.0,,95,,False,AMD,Athlon II,X3 440,1719,1193,AM3,[],
AMD Athlon II X3 445,3,3.1,,95,,False,AMD,Athlon II,X3 445,1822,1268,AM3,[],
AMD Athlon II X3 450,3,3.2,,95,,False,AMD,Athlon II,X3 450,1861,1300,AM3,[],
AMD Athlon II X3 455,3,3.3,,95,,False,AMD,Athlon II,X3 455,1891,1332,AM3,[],
AMD Athlon II X3 460,3,3.4,,95,,False,AMD,Athlon II,X3 460,2008,1395,AM3,[],
AMD Athlon II X4 600e,4,2.2,,45,,False,AMD,Athlon II,X4 600e,1795,913,AM3,[],
AMD Athlon II X4 605e,4,2.3,,45,,False,AMD,Athlon II,X4 605e,1966,999,AM3,[],
AMD Athlon II X4 610e,4,2.4,,45,,False,AMD,Athlon II,X4 610e,1959,1039,AM3,[],
AMD Athlon II X4 620,4,2.6,,95,,False,AMD,Athlon II,X4 620,2021,1062,AM3,[],
AMD Athlon II X4 630,4,2.8,,95,,False,AMD,Athlon II,X4 630,2162,1129,AM3,[],
AMD Athlon II X4 631,4,2.6,,100,,False,AMD,Athlon II,X4 631,2122,1115,FM1,[],
AMD Athlon II X4 635,4,2.9,,95,,False,AMD,Athlon II,X4 635,2237,1168,AM3,[],
AMD Athlon II X4 638,4,2.7,,65,,False,AMD,Athlon II,X4 638,2260,1158,FM1,[],
AMD Athlon II X4 640,4,3.0,,95,,False,AMD,Athlon II,X4 640,2254,1212,AM3,[],
AMD Athlon II X4 641,4,2.8,,100,,False,AMD,Athlon II,X4 641,2313,1189,FM1,[],
AMD Athlon II X4 645,4,3.1,,95,,False,AMD,Athlon II,X4 645,2359,1257,AM3,[],
AMD Athlon II X4 651,4,3.0,,100,,False,AMD,Athlon II,X4 651,2500,1287,FM1,[],
AMD Athlon II X4 651K,4,3.0,,100,,False,AMD,Athlon II,X4 651K,2500,1287,FM1,[],
