gpu_name,g3d_mark,g2d_mark,tdp,vram,category
RADEON 9000,5,126,NA,128 MB,Desktop
RADEON 9000 Family,4,123,NA,NA,Unknown
RADEON 9100 Family,6,163,NA,NA,Unknown
RADEON 9100 IGP,5,128,NA,NA,Unknown
RADEON 9200,4,135,NA,256 MB,Desktop
RADEON 9200 LE Family,3,128,NA,NA,Unknown
RADEON 9200 PRO Family,3,135,NA,NA,Unknown
RADEON 9200 SE,3,129,NA,256 MB,Desktop
RADEON 9250,3,127,NA,256 MB,Desktop
RADEON 9500,36,173,NA,128 MB,Desktop
RADEON 9500 PRO / 9700,42,157,NA,NA,Unknown
RADEON 9550,35,145,NA,256 MB,Desktop
Radeon 9550 / X1050,29,150,NA,NA,Unknown
RADEON 9600 Family,25,150,NA,NA,Unknown
RADEON 9600 PRO,43,163,NA,256 MB,Desktop
RADEON 9600 PRO Family,27,148,NA,NA,Unknown
RADEON 9600 TX Family,18,138,NA,NA,Unknown
RADEON 9600 XT,35,147,NA,256 MB,Desktop
RADEON 9600SE,27,143,NA,NA,Unknown
RADEON 9700 PRO,54,149,NA,128 MB,Desktop
Radeon 9700 TX w/TV-Out,44,152,NA,NA,Unknown
RADEON 9800,58,191,NA,128 MB,Desktop
RADEON 9800 PRO,59,153,NA,256 MB,Desktop
RADEON 9800 SE,24,131,NA,256 MB,Desktop
RADEON 9800 XT,57,160,NA,256 MB,Desktop
RADEON A9800XT,23,145,NA,NA,Unknown
Radeon Athlon Gold 3150U,773,247,NA,NA,Unknown
Radeon Athlon Gold PRO 4150GE,1574,613,NA,NA,Unknown
Radeon Athlon PRO 3045B,555,175,NA,NA,Unknown
Radeon Athlon Silver 3050U,691,226,NA,NA,Unknown
RADEON E2400,52,287,NA,NA,Unknown
RADEON E4690,405,347,NA,NA,Unknown
Radeon E6460,324,225,NA,NA,Unknown
Radeon E6465,231,354,NA,NA,Unknown
Radeon E6760,877,485,NA,NA,Unknown
Radeon E8860,1686,436,NA,NA,Unknown
Radeon E8870PCIe,3368,708,NA,NA,Unknown
Radeon Eng Sample: 100-000000082-21_35/20_N,1705,507,NA,NA,Desktop
Radeon Eng Sample: 100-000000085-40_35/24_Y,1441,554,NA,NA,Unknown
Radeon Eng Sample: 100-000000146-40_42/35_Y,2464,730,NA,NA,Unknown
Radeon Eng Sample: 100-000000261-50_Y,3490,862,NA,NA,Desktop
Radeon Eng Sample: 100-000000262-30_Y,2416,785,NA,NA,Unknown
Radeon Eng Sample: 100-000000263-30_Y,1684,708,NA,NA,Unknown
Radeon Eng Sample: 100-000000285-40_Y,2267,640,NA,NA,Unknown
Radeon Eng Sample: 100-000000287-40_Y,1862,586,NA,NA,Unknown
Radeon Eng Sample: 100-000000300-30_Y,2717,705,NA,NA,Desktop
Radeon Eng Sample: 100-000000300-40_Y,2670,747,NA,NA,Unknown
Radeon Eng Sample: 100-000000371-40_42/18_Y,2591,549,NA,NA,Unknown
Radeon Eng Sample: 100-000000534-40_Y,5592,790,NA,NA,Unknown
Radeon Eng Sample: 100-000000545-40_Y,5026,812,NA,NA,Unknown
Radeon Eng Sample: 100-000000550-40_Y,5224,773,NA,NA,Desktop
Radeon Eng Sample: 100-000000560-40_Y,4945,769,NA,NA,Unknown
Radeon Eng Sample: 100-000000561-40_Y,4042,745,NA,NA,Unknown
Radeon Eng Sample: 100-000000562-40_Y,3841,589,NA,NA,Desktop
Radeon EPYC 4124P 4-Core,1615,545,NA,NA,Desktop
Radeon EPYC 4244P 6-Core,1424,541,NA,NA,Desktop
Radeon EPYC 4344P 8-Core,1635,548,NA,NA,Desktop
Radeon EPYC 4364P 8-Core,1611,561,NA,NA,Desktop
Radeon EPYC 4464P 12-Core,1614,562,NA,NA,Desktop
Radeon EPYC 4484PX 12-Core,1620,551,NA,NA,Desktop
Radeon EPYC 4564P 16-Core,1619,573,NA,NA,Desktop
Radeon EPYC 4584PX 16-Core,1662,559,NA,NA,Desktop
Radeon HD 2350,77,262,20,256 MB,Desktop
Radeon HD 2400,121,298,NA,NA,Unknown
Radeon HD 2400 PCI,14,86,NA,NA,Unknown
Radeon HD 2400 Pro,114,346,20,512 MB,Desktop
Radeon HD 2400 XT,119,357,25,256 MB,Desktop
Radeon HD 2600 PRO,211,337,35,512 MB,Desktop
Radeon HD 2600 Pro AGP,110,137,NA,NA,Unknown
Radeon HD 2600 XT,283,371,45,512 MB,Desktop
Radeon HD 2900 GT,292,344,150,512 MB,Desktop
Radeon HD 2900 PRO,628,397,200,1024 MB,Desktop
Radeon HD 2900 XT,660,397,215,1024 MB,Desktop
Radeon HD 3000,96,264,NA,NA,Unknown
Radeon HD 3200,82,227,NA,NA,Unknown
Radeon HD 3300,127,373,NA,NA,Unknown
Radeon HD 3450,155,25,25,512 MB,Desktop
Radeon HD 3470,119,62,30,512 MB,Desktop
Radeon HD 3650 AGP,150,155,NA,NA,Unknown
Radeon HD 3670,162,44,NA,NA,Unknown
Radeon HD 3850,393,30,75,1024 MB,Desktop
Radeon HD 3850 AGP,432,92,75,1024 MB,Desktop
Radeon HD 3850 X2,822,422,349,1024 MB,Desktop
Radeon HD 3870,555,58,106,1024 MB,Desktop
Radeon HD 3870 X2,709,224,165,512 MB,Desktop
Radeon HD 4200,112,372,NA,512 MB,Desktop
Radeon HD 4250,123,408,NA,512 MB,Desktop
Radeon HD 4270,110,303,NA,NA,Unknown
Radeon HD 4290,141,442,NA,512 MB,Desktop
Radeon HD 4300/4500 Serisi,156,347,NA,NA,Unknown
Radeon HD 4330,116,28,NA,NA,Unknown
Radeon HD 4350,143,28,20,1024 MB,Desktop
Radeon HD 4550,236,429,20,1024 MB,Desktop
Radeon HD 4650,238,30,48,1024 MB,Desktop
Radeon HD 4650 AGP,208,156,NA,NA,Unknown
Radeon HD 4670,379,38,59,1024 MB,Desktop
Radeon HD 4770,910,114,80,512 MB,Desktop
Radeon HD 4810,769,425,95,512 MB,Desktop
Radeon HD 4830,836,66,95,1024 MB,Desktop
Radeon HD 4850,934,79,110,2048 MB,Desktop
Radeon HD 4850 X2,1132,542,250,1024 MB,Desktop
Radeon HD 4870,1378,44,150,2048 MB,Desktop
Radeon HD 4870 X2,1309,565,286,1024 MB,Desktop
Radeon HD 4890,1508,75,190,2048 MB,Desktop
Radeon HD 5450,136,140,19.1,2048 MB,Desktop
Radeon HD 5470,268,298,NA,NA,Unknown
Radeon HD 5550,377,185,39,2048 MB,Desktop
Radeon HD 5570,477,195,39,2048 MB,Desktop
Radeon HD 5600/5700,634,283,NA,NA,Unknown
Radeon HD 5670,803,288,64,2048 MB,Desktop
Radeon HD 5750,1164,337,86,1024 MB,Desktop
Radeon HD 5770,1342,333,108,2048 MB,Desktop
Radeon HD 5830,1733,402,175,1024 MB,Desktop
Radeon HD 5850,1970,400,151,2048 MB,Desktop
Radeon HD 5870,2214,410,228,2048 MB,Desktop
Radeon HD 5970,2282,418,294,2048 MB,Desktop
Radeon HD 6230,179,254,NA,NA,Unknown
Radeon HD 6250,94,30,35,NA,Mobile
Radeon HD 6290,105,32,45,NA,Mobile
Radeon HD 6290M,140,92,NA,NA,Mobile
Radeon HD 6300M,144,108,NA,NA,Mobile
Radeon HD 6310,122,35,45,NA,Mobile
Radeon HD 6320,147,44,45,NA,Mobile
Radeon HD 6320 Graphic,216,159,NA,NA,Unknown
Radeon HD 6320M,198,151,NA,NA,Mobile
RADEON HD 6350,141,171,19.1,512 MB,Desktop
Radeon HD 6370D,255,146,65,NA,Desktop
Radeon HD 6370M,276,401,11,1024 MB,Mobile
Radeon HD 6380G,201,91,35,NA,Mobile
Radeon HD 6410D,237,117,65,NA,Desktop
Radeon HD 6430M,193,106,NA,1024 MB,Mobile
Radeon HD 6450,197,119,18,512 MB,Desktop
Radeon HD 6450 + 8470D Dual,763,486,NA,NA,Unknown
Radeon HD 6450A,260,208,NA,NA,Unknown
Radeon HD 6470M,227,105,NA,1024 MB,Mobile
Radeon HD 6480G,257,81,45,NA,Mobile
Radeon HD 6480M,353,282,NA,NA,Mobile
Radeon HD 6490M,378,514,NA,512 MB,Mobile
Radeon HD 6520G,300,82,45,NA,Mobile
Radeon HD 6530D,337,136,100,NA,Desktop
Radeon HD 6550A,708,609,NA,NA,Unknown
Radeon HD 6550D,401,131,100,NA,Desktop
Radeon HD 6570,551,217,44,1024 MB,Desktop
Radeon HD 6610M,565,527,NA,NA,Mobile
Radeon HD 6620G,341,103,45,NA,Mobile
Radeon HD 6630M,685,390,NA,1024 MB,Mobile
Radeon HD 6650A,836,418,NA,NA,Unknown
Radeon HD 6650M,753,224,NA,1024 MB,Mobile
Radeon HD 6670,726,244,66,2048 MB,Desktop
Radeon HD 6670 + 6670 Dual,647,552,NA,NA,Unknown
Radeon HD 6670 + 7660D Dual,1492,483,NA,NA,Unknown
Radeon HD 6670/7670,946,320,NA,NA,Unknown
Radeon HD 6700M,1017,523,NA,NA,Mobile
Radeon HD 6750,1043,273,86,1024 MB,Desktop
Radeon HD 6750M,937,487,NA,1024 MB,Mobile
Radeon HD 6770,1250,315,108,1024 MB,Desktop
Radeon HD 6770M,964,572,NA,1024 MB,Mobile
Radeon HD 6790,1619,373,150,1024 MB,Desktop
Radeon HD 6800M,799,231,NA,NA,Mobile
Radeon HD 6850,1965,433,127,1024 MB,Desktop
Radeon HD 6850 X2,2534,373,NA,NA,Unknown
Radeon HD 6870,2216,412,151,2048 MB,Desktop
Radeon HD 6900M,1702,364,NA,NA,Mobile
Radeon HD 6950,2608,439,200,1024 MB,Desktop
Radeon HD 6970,2832,428,250,2048 MB,Desktop
Radeon HD 6970M,2270,656,75,2048 MB,Mobile
Radeon HD 6990,3014,532,375,2048 MB,Desktop
Radeon HD 7290,112,48,NA,NA,Unknown
Radeon HD 7290M,123,90,NA,NA,Mobile
Radeon HD 7310,128,44,NA,NA,Unknown
Radeon HD 7310 - Carte graphique,174,120,NA,NA,Unknown
Radeon HD 7310G,181,119,NA,NA,Unknown
Radeon HD 7310M,166,127,NA,NA,Mobile
Radeon HD 7340,153,50,NA,NA,Unknown
Radeon HD 7340G,196,146,NA,NA,Unknown
Radeon HD 7340M,221,160,NA,NA,Mobile
Radeon HD 7350,165,187,19.1,512 MB,Desktop
Radeon HD 7400G,267,109,NA,NA,Unknown
Radeon HD 7420G,309,105,NA,NA,Unknown
Radeon HD 7450,225,146,18,1024 MB,Desktop
Radeon HD 7450A,288,385,NA,NA,Unknown
Radeon HD 7450M,330,441,7,1024 MB,Mobile
Radeon HD 7470,289,152,27,1024 MB,Desktop
Radeon HD 7470M,408,393,7,1024 MB,Mobile
Radeon HD 7480D,279,119,65,NA,Desktop
Radeon HD 7500G,321,101,NA,NA,Unknown
Radeon HD 7500G + 7500M/7600M Dual,617,308,NA,NA,Mobile
Radeon HD 7500G + 7550M Dual,497,263,NA,NA,Mobile
Radeon HD 7500G + HD 7500M/7600M Dual,356,265,NA,NA,Mobile
Radeon HD 7520G,316,109,NA,NA,Unknown
Radeon HD 7520G + 7400M Dual,487,280,NA,NA,Mobile
Radeon HD 7520G + 7470M Dual,543,345,NA,NA,Mobile
Radeon HD 7520G + 7500/7600 Dual,582,379,NA,NA,Unknown
Radeon HD 7520G + 7600M Dual,591,362,NA,NA,Mobile
Radeon HD 7520G + 7610M Dual,588,317,NA,NA,Mobile
Radeon HD 7520G + 7650M Dual,453,345,NA,NA,Mobile
Radeon HD 7520G + 7670M Dual,523,323,NA,NA,Mobile
Radeon HD 7520G + 7700M Dual,1061,331,NA,NA,Mobile
Radeon HD 7520G + 8600/8700M Dual,311,329,NA,NA,Mobile
Radeon HD 7520G + 8750M Dual,377,388,NA,NA,Mobile
Radeon HD 7520G + HD 7400M Dual,545,315,NA,NA,Mobile
Radeon HD 7520G + HD 7500/7600 Dual,832,355,NA,NA,Unknown
Radeon HD 7520G + HD 7600M Dual,447,150,NA,NA,Mobile
Radeon HD 7520G + HD 7670M Dual,495,295,NA,NA,Mobile
Radeon HD 7520G + HD 7700M Dual,575,389,NA,NA,Mobile
Radeon HD 7520G + HD 8600/8700M Dual,624,291,NA,NA,Mobile
Radeon HD 7520G + HD 8750M Dual,651,289,NA,NA,Mobile
Radeon HD 7520G N HD 7520G + HD 7500/7600 7500/760,575,386,NA,NA,Unknown
Radeon HD 7520G N HD 7520G + HD 7600M N HD 7600M D,365,263,NA,NA,Mobile
Radeon HD 7540D,332,129,65,NA,Desktop
Radeon HD 7540D + 6570 Dual,720,469,NA,NA,Unknown
Radeon HD 7540D + 7500 Dual,822,471,NA,NA,Unknown
Radeon HD 7540D + HD 6450 Dual,643,444,NA,NA,Unknown
Radeon HD 7550M,465,403,13,1024 MB,Mobile
Radeon HD 7550M/7650M,729,524,13,1024 MB,Mobile
Radeon HD 7560D,456,165,100,NA,Desktop
Radeon HD 7560D + 6450 Dual,569,490,NA,NA,Unknown
Radeon HD 7560D + 6570 Dual,833,476,NA,NA,Unknown
Radeon HD 7560D + 6670 Dual,1131,501,NA,NA,Unknown
Radeon HD 7560D + 7560D Dual,983,420,NA,NA,Unknown
Radeon HD 7560D + 7570 Dual,985,434,NA,NA,Unknown
Radeon HD 7560D + 7670 Dual,1426,445,NA,NA,Unknown
Radeon HD 7560D + 7700 Dual,1919,518,NA,NA,Unknown
Radeon HD 7560D + HD 6570 Dual,1237,528,NA,NA,Unknown
Radeon HD 7560D + HD 6670 Dual,1555,652,NA,NA,Unknown
Radeon HD 7560D + HD 7000 Dual,534,423,NA,NA,Unknown
Radeon HD 7560D + HD 7600 Dual,1258,457,NA,NA,Unknown
Radeon HD 7560D + HD 7670 Dual,1380,463,NA,NA,Unknown
Radeon HD 7560D + HD 7700 Dual,1347,497,NA,NA,Unknown
Radeon HD 7560D + HD 8570 Dual,936,425,NA,NA,Unknown
Radeon HD 7560D + R5 235 Dual,563,397,NA,NA,Unknown
Radeon HD 7570,611,257,44,1024 MB,Desktop
Radeon HD 7570M,427,190,13,1024 MB,Mobile
Radeon HD 7570M/HD 7670M,699,555,25,1024 MB,Mobile
Radeon HD 7580D,351,430,NA,NA,Unknown
Radeon HD 7600G,327,93,NA,NA,Unknown
Radeon HD 7600G + 6400M Dual,377,257,NA,NA,Mobile
Radeon HD 7600G + 7450M Dual,390,221,NA,NA,Mobile
Radeon HD 7600G + 7500M/7600M Dual,406,210,NA,NA,Mobile
Radeon HD 7600G + 7550M Dual,423,247,NA,NA,Mobile
Radeon HD 7600G + 8500M/8700M Dual,334,131,NA,NA,Mobile
Radeon HD 7600G + HD 7400M Dual,329,147,NA,NA,Mobile
Radeon HD 7600G + HD 7500M/7600M Dual,477,126,NA,NA,Mobile
Radeon HD 7600G + HD 7550M Dual,509,202,NA,NA,Mobile
Radeon HD 7600G + HD 8670M Dual,544,241,NA,NA,Mobile
Radeon HD 7600G + HD Dual,435,158,NA,NA,Unknown
Radeon HD 7600G N HD 7600G + HD ON HD Dual,526,244,NA,NA,Unknown
Radeon HD 7600M + 7600M Dual,773,317,NA,NA,Mobile
Radeon HD 7610M,632,479,20,1024 MB,Mobile
Radeon HD 7620G,364,112,NA,NA,Unknown
Radeon HD 7620G + 8600M Dual,509,294,NA,NA,Mobile
Radeon HD 7620G + 8670M Dual,577,322,NA,NA,Mobile
Radeon HD 7620G + HD 8600M Dual,443,267,NA,NA,Mobile
Radeon HD 7620G + HD 8670M Dual,507,267,NA,NA,Mobile
Radeon HD 7620G N HD 7620G + HD 8600M N HD 8600M D,452,238,NA,NA,Mobile
Radeon HD 7640G,459,124,NA,NA,Unknown
Radeon HD 7640G + 6400M Dual,527,279,NA,NA,Mobile
Radeon HD 7640G + 7400M Dual,637,286,NA,NA,Mobile
Radeon HD 7640G + 7450M Dual,754,353,NA,NA,Mobile
Radeon HD 7640G + 7470M Dual,595,301,NA,NA,Mobile
Radeon HD 7640G + 7500/7600 Dual,627,293,NA,NA,Unknown
Radeon HD 7640G + 7500M/7600M Dual,776,317,NA,NA,Mobile
Radeon HD 7640G + 7600M Dual,706,294,NA,NA,Mobile
Radeon HD 7640G + 7610M Dual,510,309,NA,NA,Mobile
Radeon HD 7640G + 7650M Dual,747,188,NA,NA,Mobile
Radeon HD 7640G + 7670M Dual,645,294,NA,NA,Mobile
Radeon HD 7640G + 7690M Dual,946,325,NA,NA,Mobile
Radeon HD 7640G + 7700M Dual,691,324,NA,NA,Mobile
Radeon HD 7640G + 8500M Dual,586,308,NA,NA,Mobile
Radeon HD 7640G + 8570M Dual,558,274,NA,NA,Mobile
Radeon HD 7640G + 8600/8700M Dual,689,308,NA,NA,Mobile
Radeon HD 7640G + 8600M Dual,250,217,NA,NA,Mobile
Radeon HD 7640G + 8670M Dual,558,316,NA,NA,Mobile
Radeon HD 7640G + 8750M Dual,655,305,NA,NA,Mobile
Radeon HD 7640G + HD 7400M Dual,621,297,NA,NA,Mobile
Radeon HD 7640G + HD 7500/7600 Dual,424,301,NA,NA,Unknown
Radeon HD 7640G + HD 7600M Dual,704,277,NA,NA,Mobile
Radeon HD 7640G + HD 7600M N HD 7600M Dual,407,198,NA,NA,Mobile
Radeon HD 7640G + HD 7670M Dual,519,97,NA,NA,Mobile
Radeon HD 7640G + HD 7700M Dual,589,277,NA,NA,Mobile
Radeon HD 7640G + HD 7700M N HD 7700M Dual,631,272,NA,NA,Mobile
Radeon HD 7640G + HD 8500M Dual,607,305,NA,NA,Mobile
Radeon HD 7640G + HD 8500M N HD 8500M Dual,666,311,NA,NA,Mobile
Radeon HD 7640G + HD 8570M Dual,475,196,NA,NA,Mobile
Radeon HD 7640G + HD 8600/8700M Dual,587,298,NA,NA,Mobile
Radeon HD 7640G + HD 8670M Dual,677,249,NA,NA,Mobile
Radeon HD 7640G + HD 8750M Dual,997,293,NA,NA,Mobile
Radeon HD 7640G + R5 M200 Dual,559,249,NA,NA,Unknown
Radeon HD 7640G + R5 M230 Dual,239,75,NA,NA,Unknown
Radeon HD 7640G N HD 7640G + HD 7600M N HD 7600M D,824,262,NA,NA,Mobile
Radeon HD 7640G N HD 7640G + HD 7670M Dual,680,305,NA,NA,Mobile
Radeon HD 7640G N HD 7640G + HD 8570M Dual,423,287,NA,NA,Mobile
Radeon HD 7650A,569,287,NA,NA,Unknown
Radeon HD 7650M,437,60,20,1024 MB,Mobile
Radeon HD 7660D,509,178,100,NA,Desktop
Radeon HD 7660D + 6570 Dual,1100,551,NA,NA,Unknown
Radeon HD 7660D + 6670 Dual,1238,524,NA,NA,Unknown
Radeon HD 7660D + 7470 Dual,466,491,NA,NA,Unknown
Radeon HD 7660D + 7500 Dual,1121,500,NA,NA,Unknown
Radeon HD 7660D + 7540D Dual,1204,547,NA,NA,Unknown
Radeon HD 7660D + 7670 Dual,1062,494,NA,NA,Unknown
Radeon HD 7660D + HD 6670 Dual,1485,515,NA,NA,Unknown
Radeon HD 7660D + HD 7000 Dual,634,465,NA,NA,Unknown
Radeon HD 7660D + HD 7400 Dual,340,448,NA,NA,Unknown
Radeon HD 7660D + HD 7700 Dual,1958,495,NA,NA,Unknown
Radeon HD 7660D + R5 235 Dual,524,386,NA,NA,Unknown
Radeon HD 7660D + R7 240 Dual,942,453,NA,NA,Unknown
Radeon HD 7660G,476,131,NA,NA,Unknown
Radeon HD 7660G + 7400M Dual,588,326,NA,NA,Mobile
Radeon HD 7660G + 7470M Dual,631,351,NA,NA,Mobile
Radeon HD 7660G + 7600M Dual,832,341,NA,NA,Mobile
Radeon HD 7660G + 7610M Dual,746,323,NA,NA,Mobile
Radeon HD 7660G + 7670M Dual,743,347,NA,NA,Mobile
Radeon HD 7660G + 7700M Dual,757,311,NA,NA,Mobile
Radeon HD 7660G + 7730M Dual,931,392,NA,NA,Mobile
Radeon HD 7660G + 8600M Dual,446,360,NA,NA,Mobile
Radeon HD 7660G + 8670M Dual,588,333,NA,NA,Mobile
Radeon HD 7660G + HD 7500/7600 7500/7600 Dual,1002,347,NA,NA,Unknown
Radeon HD 7660G + HD 7500/7600 Dual,760,369,NA,NA,Unknown
Radeon HD 7660G + HD 7500M/7600M Dual,999,323,NA,NA,Mobile
Radeon HD 7660G + HD 7600M Dual,568,90,NA,NA,Mobile
Radeon HD 7660G + HD 7600M N HD 7600M Dual,460,297,NA,NA,Mobile
Radeon HD 7660G + HD 7670M Dual,707,317,NA,NA,Mobile
Radeon HD 7660G + HD 7700M Dual,777,168,NA,NA,Mobile
Radeon HD 7660G + HD 7730M Dual,882,329,NA,NA,Mobile
Radeon HD 7660G + HD 8500M Dual,758,355,NA,NA,Mobile
Radeon HD 7660G + HD 8600/8700M Dual,747,365,NA,NA,Mobile
Radeon HD 7660G + HD 8600M Dual,364,337,NA,NA,Mobile
Radeon HD 7660G + HD 8670M Dual,711,325,NA,NA,Mobile
Radeon HD 7660G N HD 7660G + HD 7600M N HD 7600M D,723,292,NA,NA,Mobile
Radeon HD 7660G N HD 7660G + HD 7670M Dual,705,318,NA,NA,Mobile
Radeon HD 7660G N HD 7660G + HD 7700M N HD 7700M D,967,351,NA,NA,Mobile
Radeon HD 7670,805,330,66,1024 MB,Desktop
Radeon HD 7670A,1050,702,NA,NA,Unknown
Radeon HD 7670M,473,91,20,1024 MB,Mobile
Radeon HD 7670M + 7670M Dual,738,294,NA,NA,Mobile
Radeon HD 7690M,909,454,20,2048 MB,Mobile
Radeon HD 7690M XT,1009,552,25,2048 MB,Mobile
Radeon HD 7700-serie,1899,533,NA,NA,Unknown
Radeon HD 7730,1208,400,47,1024 MB,Desktop
Radeon HD 7730M,775,214,25,2048 MB,Mobile
Radeon HD 7750,1701,427,55,4096 MB,Desktop
Radeon HD 7750M,1191,693,28,2048 MB,Mobile
Radeon HD 7770,2173,461,80,2048 MB,Desktop
Radeon HD 7790,3090,459,85,2048 MB,Desktop
Radeon HD 7800-serie,4029,708,NA,NA,Unknown
Radeon HD 7850,3868,564,130,2048 MB,Desktop
Radeon HD 7850M,1373,566,40,2048 MB,Mobile
Radeon HD 7870,4638,592,175,2048 MB,Desktop
Radeon HD 7870 XT,4470,661,185,2048 MB,Desktop
Radeon HD 7870M,1507,556,45,2048 MB,Mobile
Radeon HD 7950 / R9 280,4765,691,200,3072 MB,Desktop
Radeon HD 7970 / R9 280X,5248,730,250,3072 MB,Desktop
Radeon HD 7970M,3559,492,75,4096 MB,Mobile
Radeon HD 7990,5566,766,375,3072 MB,Desktop
Radeon HD 8180,139,35,NA,NA,Unknown
Radeon HD 8210,190,47,NA,NA,Unknown
Radeon HD 8210E,194,202,NA,NA,Unknown
Radeon HD 8240,246,63,NA,NA,Unknown
Radeon HD 8250,212,59,NA,NA,Unknown
Radeon HD 8280,261,75,NA,NA,Unknown
Radeon HD 8280E,256,81,NA,NA,Unknown
Radeon HD 8280G,270,130,NA,NA,Unknown
Radeon HD 8310E,341,187,NA,NA,Unknown
Radeon HD 8330,266,68,NA,NA,Unknown
Radeon HD 8330E,259,83,NA,NA,Unknown
Radeon HD 8350,163,222,4.4,512 MB,Desktop
Radeon HD 8350G,304,169,35,0 MB,Mobile
Radeon HD 8370D,312,148,NA,NA,Unknown
Radeon HD 8400,265,78,NA,NA,Unknown
Radeon HD 8400E,276,113,NA,NA,Unknown
Radeon HD 8410G,435,263,NA,NA,Unknown
Radeon HD 8450G,342,137,NA,NA,Unknown
Radeon HD 8450G + 8600/8700M Dual,1070,381,NA,NA,Mobile
Radeon HD 8450G + 8600M Dual,545,356,NA,NA,Mobile
Radeon HD 8450G + 8670M Dual,475,414,NA,NA,Mobile
Radeon HD 8450G + 8750M Dual,637,299,NA,NA,Mobile
Radeon HD 8450G + HD 8600M Dual,452,326,NA,NA,Mobile
Radeon HD 8450G + HD 8670M Dual,478,267,NA,NA,Mobile
Radeon HD 8450G + HD 8750M Dual,504,323,NA,NA,Mobile
Radeon HD 8450G + R5 M230 Dual,578,298,NA,NA,Unknown
Radeon HD 8470,251,168,35,1024 MB,Desktop
Radeon HD 8470D,373,147,NA,NA,Unknown
Radeon HD 8470D + 6450 Dual,717,558,NA,NA,Unknown
Radeon HD 8470D + 6570 Dual,838,454,NA,NA,Unknown
Radeon HD 8470D + HD 6450 Dual,863,590,NA,NA,Unknown
Radeon HD 8470D + HD 6670 Dual,1436,512,NA,NA,Unknown
Radeon HD 8470D + HD 7500 Dual,1545,465,NA,NA,Unknown
Radeon HD 8490,263,174,35,1024 MB,Desktop
Radeon HD 8500M,422,114,NA,NA,Mobile
Radeon HD 8500M/8700M,853,503,NA,NA,Mobile
Radeon HD 8510G,358,102,NA,NA,Unknown
Radeon HD 8510G + 8500M Dual,596,260,NA,NA,Mobile
Radeon HD 8510G + HD 8500M Dual,630,191,NA,NA,Mobile
Radeon HD 8550D,567,226,NA,NA,Unknown
Radeon HD 8550G,412,118,NA,NA,Unknown
Radeon HD 8550G + 7600M Dual,901,395,NA,NA,Mobile
Radeon HD 8550G + 8500M Dual,603,304,NA,NA,Mobile
Radeon HD 8550G + 8570M Dual,533,307,NA,NA,Mobile
Radeon HD 8550G + 8600/8700M Dual,803,336,NA,NA,Mobile
Radeon HD 8550G + 8600M Dual,618,321,NA,NA,Mobile
Radeon HD 8550G + 8670M Dual,579,334,NA,NA,Mobile
Radeon HD 8550G + 8690M Dual,664,260,NA,NA,Mobile
Radeon HD 8550G + 8750M Dual,796,321,NA,NA,Mobile
Radeon HD 8550G + HD 7600M Dual,548,181,NA,NA,Mobile
Radeon HD 8550G + HD 8500M Dual,559,301,NA,NA,Mobile
Radeon HD 8550G + HD 8570M Dual,529,260,NA,NA,Mobile
Radeon HD 8550G + HD 8600/8700M Dual,655,170,NA,NA,Mobile
Radeon HD 8550G + HD 8600M Dual,594,322,NA,NA,Mobile
Radeon HD 8550G + HD 8670M Dual,546,315,NA,NA,Mobile
Radeon HD 8550G + HD 8750M Dual,819,336,NA,NA,Mobile
Radeon HD 8550G + R5 M200 Dual,619,276,NA,NA,Unknown
Radeon HD 8550G + R5 M230 Dual,488,211,NA,NA,Unknown
Radeon HD 8550G N HD 8550G + HD 8600M N HD 8600M D,612,116,NA,NA,Mobile
Radeon HD 8570,943,281,66,2048 MB,Desktop
Radeon HD 8570 + 8670D Dual,620,496,NA,NA,Unknown
Radeon HD 8570 + HD 7660D Dual,949,467,NA,NA,Unknown
Radeon HD 8570D,434,158,NA,NA,Unknown
Radeon HD 8570D + 6570 Dual,1239,459,NA,NA,Unknown
Radeon HD 8570D + 6670 Dual,1040,505,NA,NA,Unknown
Radeon HD 8570D + HD 6570 Dual,868,506,NA,NA,Unknown
Radeon HD 8570D + HD 6670 Dual,1261,537,NA,NA,Unknown
Radeon HD 8570D + HD 7000 Dual,753,465,NA,NA,Unknown
Radeon HD 8570D + HD 7700 Dual,1835,466,NA,NA,Unknown
Radeon HD 8570D + HD 8470 Dual,338,416,NA,NA,Unknown
Radeon HD 8570D + HD 8570 Dual,1033,520,NA,NA,Unknown
Radeon HD 8570D + HD8490 Dual,374,380,NA,NA,Unknown
Radeon HD 8570D + R5 235 Dual,471,470,NA,NA,Unknown
Radeon HD 8570D + R7 200 Dual,999,401,NA,NA,Unknown
Radeon HD 8570D + R7 240 Dual,964,489,NA,NA,Unknown
Radeon HD 8570M,441,162,NA,NA,Mobile
Radeon HD 8600/8700M,1030,554,NA,NA,Mobile
Radeon HD 8610G,416,117,NA,NA,Unknown
Radeon HD 8610G + 8500M Dual,610,298,NA,NA,Mobile
Radeon HD 8610G + 8600M Dual,589,320,NA,NA,Mobile
Radeon HD 8610G + 8670M Dual,600,356,NA,NA,Mobile
Radeon HD 8610G + HD 8500M Dual,646,274,NA,NA,Mobile
Radeon HD 8610G + HD 8600M Dual,481,156,NA,NA,Mobile
Radeon HD 8610G + HD 8670M Dual,578,282,NA,NA,Mobile
Radeon HD 8610G + R5 M200 Dual,676,291,NA,NA,Unknown
